-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	
-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	
-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	
-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	94672	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	
-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	118175	81613	-1000	-1000	78661	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	
-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	82905	-1000	-1000	-1000	-1000	75114	-1000	-1000	-1000	53401	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	
-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	61281	44130	-1000	-1000	-1000	75712	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	
-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	87249	59213	-1000	-1000	-1000	-1000	82749	79092	42392	-1000	-1000	-1000	-1000	-1000	-1000	-1000	293760	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	
-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	72354	-1000	-1000	64941	-1000	-1000	-1000	-1000	70095	61040	126882	-1000	-1000	-1000	87432	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	
-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	103224	-1000	81020	-1000	-1000	93887	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	90467	-1000	-1000	-1000	-1000	-1000	
-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	70318	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	81283	106240	-1000	-1000	-1000	-1000	-1000	-1000	85131	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	
-1000	-1000	-1000	-1000	-1000	-1000	-1000	128000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	107994	-1000	-1000	-1000	80000	119683	87316	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	
-1000	-1000	-1000	-1000	-1000	-1000	-1000	73742	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	64485	95702	212201	-1000	108014	-1000	69986	-1000	74483	-1000	-1000	-1000	80860	-1000	-1000	-1000	-1000	-1000	-1000	-1000	
-1000	-1000	-1000	-1000	-1000	-1000	56815	73334	-1000	-1000	-1000	-1000	-1000	147778	-1000	74492	87644	113800	-1000	96196	-1000	137652	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	
-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	74286	92481	95414	275000	-1000	44976	108973	-1000	-1000	-1000	161458	-1000	104036	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	
